Download Location,File Name,Version,Checksum,Maintainer
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xinit/xinit_1.4.0-1_amd64.deb,xinit_1.4.0-1_amd64.deb,1.4.0-1,07e6c9d0cac709b568b07f6df0256e4753d45230ada10632c1b67ff471dd6590,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xinput/xinput_1.6.3-1_amd64.deb,xinput_1.6.3-1_amd64.deb,1.6.3-1,32da9a6be6d33de8e033799f87fa13bbfc3cc91ba201e5fe177cbd98748ad67e,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xorg/xorg_7.7+23_amd64.deb,xorg_1%3a7.7+23_amd64.deb,1:7.7+23,e09ce79f3789677df857b922f65dfc92202bed27bfa471f686be6a07580dc5e5,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xorg-server/xserver-xorg-core_21.1.7-3+deb12u12_amd64.deb,xserver-xorg-core_2%3a21.1.7-3+deb12u12_amd64.deb,2:21.1.7-3+deb12u12,2949addeef8cb93d4e2ea1b1fd028c67d2986fae6e70c9f251e79b6396b23fb0,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xorg/xserver-xorg-input-all_7.7+23_amd64.deb,xserver-xorg-input-all_1%3a7.7+23_amd64.deb,1:7.7+23,ca09da9ce876ae55dd41705d848dd17fbf27fc4ff1c0e0ba54ae56476565af90,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xserver-xorg-input-libinput/xserver-xorg-input-libinput_1.2.1-1+b1_amd64.deb,xserver-xorg-input-libinput_1.2.1-1+b1_amd64.deb,1.2.1-1+b1,1f718f709d70b496633d75222d532ff0da0155e9a791406f91fbda4b97a0364a,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xf86-input-wacom/xserver-xorg-input-wacom_1.1.0-1_amd64.deb,xserver-xorg-input-wacom_1.1.0-1_amd64.deb,1.1.0-1,191328a3161eeb61fa0847a86d2c21ec79dfb0287e8c8d8d59d9faea94b3876e,Boyuan Yang <byang@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/x/xorg/xserver-xorg-video-all_7.7+23_amd64.deb,xserver-xorg-video-all_1%3a7.7+23_amd64.deb,1:7.7+23,efd8e5b25666bb1d445e8f404d2d5393b73d46f00651ce48f2e706e8c84a1beb,Debian X Strike Force <debian-x@lists.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/v/vim/xxd_9.0.1378-2+deb12u2_amd64.deb,xxd_2%3a9.0.1378-2+deb12u2_amd64.deb,2:9.0.1378-2+deb12u2,892777cf6a60fefcc45d90a8b6b8f91f024d370b011dcf58dbf2686a9f9a55d7,Debian Vim Maintainers <team+vim@tracker.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/z/zip/zip_3.0-13_amd64.deb,zip_3.0-13_amd64.deb,3.0-13,8877a360e455c7b9b6d448503eeaacc6b9a1325b548f3fb7eef69a87ab558b96,Santiago Vila <sanvila@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/a/autoconf/autoconf_2.71-3_all.deb,autoconf_2.71-3_all.deb,2.71-3,7d798ed8c21fc7387127de1dfdb4640003d8ba033ae5a1ff29559610cbd0c323,Debian QA Group <packages@qa.debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/a/autoconf-archive/autoconf-archive_20220903-3_all.deb,autoconf-archive_20220903-3_all.deb,20220903-3,9f13a50fa9038cb4381545b275f7440c0a40d43832046a7e7f515f47a4ecbac8,Bastien Roucariès <rouca@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/a/automake-1.16/automake_1.16.5-1.3_all.deb,automake_1%3a1.16.5-1.3_all.deb,1:1.16.5-1.3,f9a5758d87b5389bf2dbb00cc9c48e0cf59bb0ac842c5ce25d41e4bfa3f2f962,Eric Dorland <eric@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/a/autotools-dev/autotools-dev_20220109.1_all.deb,autotools-dev_20220109.1_all.deb,20220109.1,4d66dcb9c312566f1ca8d46ef0fb06fa4d4786c20b072c81f9d313b64ef981d0,Henrique de Moraes Holschuh <hmh@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/c/curl/libcurl4-openssl-dev_7.88.1-10+deb12u14_amd64.deb,libcurl4-openssl-dev_7.88.1-10+deb12u14_amd64.deb,7.88.1-10+deb12u14,57f8c309f98a7e25e10eb9b003398df1af9194bd9500c9dba8c82c6e630b5429,Alessandro Ghedini <ghedo@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/j/json-c/libjson-c-dev_0.16-2_amd64.deb,libjson-c-dev_0.16-2_amd64.deb,0.16-2,b91a921675bde7c777930f9f77e49010a754d787219104464ea0fce04a887337,Nicolas Mora <babelouest@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libt/libtool/libltdl-dev_2.4.7-7~deb12u1_amd64.deb,libltdl-dev_2.4.7-7~deb12u1_amd64.deb,2.4.7-7~deb12u1,60ad26b3007d4304a1141649d4e764a27735ff4f1835a62c845d51bd734932b0,Alastair McKinstry <mckinstry@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/q/qrencode/libqrencode4_4.1.1-1_amd64.deb,libqrencode4_4.1.1-1_amd64.deb,4.1.1-1,80b901703c5347798e2d87f1275aed1e5375ebc3618ec7fe43b34f7d9490ac64,NIIBE Yutaka <gniibe@fsij.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/q/qrencode/libqrencode-dev_4.1.1-1_amd64.deb,libqrencode-dev_4.1.1-1_amd64.deb,4.1.1-1,9df48b81add2a4159cbc69431b2710c2b921b2441348276bd35effa5243a9f1a,NIIBE Yutaka <gniibe@fsij.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/o/openssl/libssl-dev_3.0.20-1~deb12u2_amd64.deb,libssl-dev_3.0.20-1~deb12u2_amd64.deb,3.0.20-1~deb12u2,43ef5c109056b1507a0972631ee8292e727029aeda1516b4672cb041730ae3af,Debian OpenSSL Team <pkg-openssl-devel@alioth-lists.debian.net>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/libt/libtool/libtool_2.4.7-7~deb12u1_all.deb,libtool_2.4.7-7~deb12u1_all.deb,2.4.7-7~deb12u1,1c2e74f06b1d5d9a2c75e04ce87a99a8633058684439504ae8d715a4a088926c,Alastair McKinstry <mckinstry@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-esys-3.0.2-0_3.2.1-3_amd64.deb,libtss2-esys-3.0.2-0_3.2.1-3_amd64.deb,3.2.1-3,63b101c1498f48e043fa18160f657c4bfc30d97bb29f1ca9277f0255930722db,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-fapi1_3.2.1-3_amd64.deb,libtss2-fapi1_3.2.1-3_amd64.deb,3.2.1-3,17003f30ea0adfbda48aebe1b995c43fef6698fbb52d3fc2cde3b29fc260e135,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-mu0_3.2.1-3_amd64.deb,libtss2-mu0_3.2.1-3_amd64.deb,3.2.1-3,bc5c69c1b7097ccd8801af258ba8b41ba2e236e509dc2c17b94aa33c22028e5c,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-rc0_3.2.1-3_amd64.deb,libtss2-rc0_3.2.1-3_amd64.deb,3.2.1-3,19ef67fe402efd53bcf85b4c44b616fafeb7457097a1f3eebabf77f46ece1e10,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-sys1_3.2.1-3_amd64.deb,libtss2-sys1_3.2.1-3_amd64.deb,3.2.1-3,d4df65f6e93f8aace94b5cba2885f4ebdb0a0d8c5b95786899f8c5f2e2283b3d,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-tcti-cmd0_3.2.1-3_amd64.deb,libtss2-tcti-cmd0_3.2.1-3_amd64.deb,3.2.1-3,616c8a13b1bcd427d86961ee84ca5c6fe0996d9120fe2c9e7a2a5b8ea98e600e,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-tcti-device0_3.2.1-3_amd64.deb,libtss2-tcti-device0_3.2.1-3_amd64.deb,3.2.1-3,635fff4159b1b80fdb8e22d5b87c39e837c6297dc63ca8f2dc37e0f77c44e576,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-tctildr0_3.2.1-3_amd64.deb,libtss2-tctildr0_3.2.1-3_amd64.deb,3.2.1-3,cd9f83306281bfbdafca751d3361f335010ada11c40271ed58b9770023027ba4,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-tcti-mssim0_3.2.1-3_amd64.deb,libtss2-tcti-mssim0_3.2.1-3_amd64.deb,3.2.1-3,74a74ae4d1d47c89671370ed2575ef1a81637a7ec4d7e6e62702c53342fb3266,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tss/libtss2-tcti-swtpm0_3.2.1-3_amd64.deb,libtss2-tcti-swtpm0_3.2.1-3_amd64.deb,3.2.1-3,8a4ccaa51b472ecc0723d1f6c702cc7db3deff8b70d272d554a20f60418b087b,Mathieu Trudel-Lapierre <cyphermox@ubuntu.com>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/m/m4/m4_1.4.19-3_amd64.deb,m4_1.4.19-3_amd64.deb,1.4.19-3,b2dd7bfca426712416e651bb5ff6dabe7d05e4caebbac61d714dbe261b31e4c3,Santiago Vila <sanvila@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/q/qrencode/qrencode_4.1.1-1_amd64.deb,qrencode_4.1.1-1_amd64.deb,4.1.1-1,4090d48d542ca67ae5fce88db51eef19cd6556a07e181fc55cc2376a9bd255c0,NIIBE Yutaka <gniibe@fsij.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-openssl/tpm2-openssl_1.1.1-1_amd64.deb,tpm2-openssl_1.1.1-1_amd64.deb,1.1.1-1,3a59fd691c906fa910473eda48221923d12a3c90cba71c2339d594c8b477b76d,Luca Boccassi <bluca@debian.org>
http://snapshot.debian.org/archive/debian/20260710T202101Z/pool/main/t/tpm2-tools/tpm2-tools_5.4-1_amd64.deb,tpm2-tools_5.4-1_amd64.deb,5.4-1,146f0202c83e0d9e7b2d638954c4a0a862f31b805a32a157331a79d2344ec27e,Ying-Chun Liu (PaulLiu) <paulliu@debian.org>
